Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/item?id=1060,12,0,3,6.9999760001640725,1.4515809998556506,45.49225799928536,70.0,0.02000043483725853,0.0,4,4,4,4,7,45,45,45,45,45,45
GET,/item?id=1061,17,0,5,5.90417947002125,2.686369996808935,18.80234399868641,86.0,0.02833394935278292,0.0,5,6,6,6,13,19,19,19,19,19,19
GET,/item?id=1062,9,0,3,3.9964233332688712,0.6479990006482694,9.82111999837798,64.0,0.015000326127943898,0.0,3,5,5,7,10,10,10,10,10,10,10
GET,/item?id=1063,10,0,4,15.090087200223934,0.5855410017829854,116.47927100057132,65.0,0.016667029031048778,0.0,5,5,5,6,120,120,120,120,120,120,120
GET,/item?id=1064,6,0,4,4.962294666256639,2.713136997044785,7.7458689993363805,63.0,0.010000217418629265,0.0,6,6,6,6,8,8,8,8,8,8,8
GET,/item?id=1065,5,0,4,4.267861999687739,2.6484569971216843,5.346074001863599,76.0,0.008333514515524389,0.0,4,5,5,5,5,5,5,5,5,5,5
GET,/item?id=1066,8,0,4,4.1170249996866914,0.6463749996328261,6.860614001197973,79.0,0.013333623224839022,0.0,4,6,7,7,7,7,7,7,7,7,7
GET,/item?id=1067,10,0,4,3.9859778004029067,0.5387909986893646,6.119872003182536,68.0,0.016667029031048778,0.0,4,5,5,5,6,6,6,6,6,6,6
GET,/item?id=1068,12,0,4,4.6914927500741515,2.403138001682237,8.397025001613656,63.0,0.02000043483725853,0.0,4,5,7,7,8,8,8,8,8,8,8
GET,/item?id=1069,15,0,4,9.194847800245043,0.7972259991220199,84.1413289999764,86.0,0.025000543546573165,0.0,4,5,5,6,9,84,84,84,84,84,84
GET,/item?id=107,12,0,4,3.4828644162795777,0.7578750009997748,5.414449999079807,67.0,0.02000043483725853,0.0,4,4,5,5,5,5,5,5,5,5,5
GET,/item?id=1070,12,0,4,4.4278052488759085,0.9499149964540266,7.681703998969169,64.0,0.02000043483725853,0.0,4,5,6,6,7,8,8,8,8,8,8
GET,/item?id=1071,11,0,5,5.018501182017975,2.426772000035271,10.520108000491746,65.0,0.018333731934153653,0.0,5,5,5,5,6,11,11,11,11,11,11
GET,/item?id=1072,7,0,3,4.300647571134115,0.9437070002604742,8.10803399872384,84.0,0.011666920321734144,0.0,3,4,8,8,8,8,8,8,8,8,8
GET,/item?id=1073,5,0,6,5.185017999610864,0.6952449984964915,7.38032099980046,75.0,0.008333514515524389,0.0,6,7,7,7,7,7,7,7,7,7,7
GET,/item?id=1074,3,0,5,5.619175666652154,0.7533319985668641,10.900827001023572,63.0,0.005000108709314633,0.0,5,5,11,11,11,11,11,11,11,11,11
GET,/item?id=1075,10,0,4,4.525061499589356,1.0234150031465106,9.42815099915606,68.0,0.016667029031048778,0.0,5,5,5,7,9,9,9,9,9,9,9
GET,/item?id=1076,14,0,3,3.757117214783128,0.5857069991179742,11.50185599908582,69.0,0.023333840643468287,0.0,3,4,5,5,8,12,12,12,12,12,12
GET,/item?id=1077,12,0,5,4.310266166612564,0.8414689982600976,8.457277002889896,67.0,0.02000043483725853,0.0,5,5,5,5,6,8,8,8,8,8,8
GET,/item?id=1078,10,0,4,5.085185700590955,0.8415949996560812,15.767598000820726,68.0,0.016667029031048778,0.0,4,5,8,9,16,16,16,16,16,16,16
GET,/item?id=1079,7,0,3,4.73291600012869,2.635161999933189,10.425152999232523,63.0,0.011666920321734144,0.0,3,4,6,6,10,10,10,10,10,10,10
GET,/item?id=108,12,0,3,3.9605352509776517,0.7316660012293141,11.429823000071337,99.0,0.02000043483725853,0.0,3,3,6,6,8,11,11,11,11,11,11
GET,/item?id=1080,7,0,3,3.7386985724359483,1.5094560003490187,7.2374780029349495,74.0,0.011666920321734144,0.0,3,5,5,5,7,7,7,7,7,7,7
GET,/item?id=1081,10,0,3,3.1241343000147026,1.3689139996131416,5.631289001030382,72.0,0.016667029031048778,0.0,3,3,4,5,6,6,6,6,6,6,6
GET,/item?id=1082,12,0,5,5.28935225005019,2.8531619973364286,8.611485998699209,71.0,0.02000043483725853,0.0,5,6,7,7,7,9,9,9,9,9,9
GET,/item?id=1083,9,0,5,4.56563366646555,1.38362299912842,6.663280997599941,71.0,0.015000326127943898,0.0,5,5,6,6,7,7,7,7,7,7,7
GET,/item?id=1084,9,0,4,3.965160333690518,0.5899989992030896,5.989052002405515,67.0,0.015000326127943898,0.0,4,4,6,6,6,6,6,6,6,6,6
GET,/item?id=1085,14,0,4,4.398373357097236,0.87283199900412,9.130026999628171,70.0,0.023333840643468287,0.0,4,5,7,7,8,9,9,9,9,9,9
GET,/item?id=1086,4,0,2,3.700239000863803,0.7944570024847053,7.757736999337794,70.0,0.006666811612419511,0.0,4,4,8,8,8,8,8,8,8,8,8
GET,/item?id=1087,10,0,3,3.8959370998782106,0.8054149984673131,7.540963000792544,68.0,0.016667029031048778,0.0,4,4,5,7,8,8,8,8,8,8,8
GET,/item?id=1088,3,0,3.0390780011657625,3.229939000448212,3.0390780011657625,3.3643280003161635,79.0,0.005000108709314633,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/item?id=1089,8,0,3,3.8753975009058195,0.6792490021325648,7.419196001137607,66.0,0.013333623224839022,0.0,4,5,6,6,7,7,7,7,7,7,7
GET,/item?id=109,13,0,4,4.294676539127697,2.2826630010968074,6.738913001754554,57.0,0.02166713774036341,0.0,4,6,6,6,6,7,7,7,7,7,7
GET,/item?id=1090,15,0,4,9.136031400460828,0.4991240020899568,77.19970700054546,60.0,0.025000543546573165,0.0,4,4,7,8,9,77,77,77,77,77,77
GET,/item?id=1091,11,0,4,4.149109090741893,1.4726640001754276,8.285693998914212,65.0,0.018333731934153653,0.0,4,4,5,5,6,8,8,8,8,8,8
GET,/item?id=1092,12,0,4,4.260719332402611,0.8466649996989872,7.955224999022903,81.0,0.02000043483725853,0.0,5,5,6,6,6,8,8,8,8,8,8
GET,/item?id=1093,10,0,3,3.003278500182205,0.9506229980615899,5.550406996917445,67.0,0.016667029031048778,0.0,3,3,4,5,6,6,6,6,6,6,6
GET,/item?id=1094,6,0,4,4.253980166443701,2.709352997044334,5.803525000374066,73.0,0.010000217418629265,0.0,4,4,5,5,6,6,6,6,6,6,6
GET,/item?id=1095,16,0,4,4.887841688514527,0.9855270000116434,9.785346999706235,61.0,0.026667246449678043,0.0,5,5,7,7,9,10,10,10,10,10,10
GET,/item?id=1096,12,0,3,3.3532052502778242,1.299956002185354,5.4747409994888585,68.0,0.02000043483725853,0.0,3,4,5,5,5,5,5,5,5,5,5
GET,/item?id=1097,8,0,2,3.832580875041458,0.9456890002184082,8.206777998566395,63.0,0.013333623224839022,0.0,3,5,8,8,8,8,8,8,8,8,8
GET,/item?id=1098,11,0,4,6.975916181876197,0.8086250018095598,39.738018000207376,81.0,0.018333731934153653,0.0,4,5,5,5,6,40,40,40,40,40,40
GET,/item?id=1099,9,0,5,4.453085889609712,2.630874001624761,6.069030998332892,75.0,0.015000326127943898,0.0,5,5,5,6,6,6,6,6,6,6,6
GET,/item?id=11,8,0,3,4.709207999439968,2.0202539999445435,8.857777000230271,60.0,0.013333623224839022,0.0,5,6,9,9,9,9,9,9,9,9,9
GET,/item?id=110,12,0,4,5.684231082644449,1.7116220005846117,12.152104998676805,63.0,0.02000043483725853,0.0,6,6,8,8,10,12,12,12,12,12,12
GET,/item?id=1100,8,0,4,3.815223749825236,0.9671650004747789,6.383530999301001,68.0,0.013333623224839022,0.0,4,4,6,6,6,6,6,6,6,6,6
GET,/item?id=1101,8,0,4,4.131275249619648,0.9843320003710687,9.244328000932,67.0,0.013333623224839022,0.0,4,4,6,6,9,9,9,9,9,9,9
GET,/item?id=1102,11,0,3,3.759858090978179,0.9138320019701496,9.3595260004804,65.0,0.018333731934153653,0.0,3,4,5,5,5,9,9,9,9,9,9
GET,/item?id=1103,19,0,4,4.3808144209355016,0.7758329993521329,10.9896909998497,62.0,0.031667355158992674,0.0,4,5,5,6,7,11,11,11,11,11,11
GET,/item?id=1104,12,0,4,4.063187000004594,1.0529579994909,6.666738998319488,70.0,0.02000043483725853,0.0,4,5,5,5,6,7,7,7,7,7,7
GET,/item?id=1105,7,0,5,5.012599428612573,2.7378289996704552,10.393024000222795,62.0,0.011666920321734144,0.0,5,5,5,5,10,10,10,10,10,10,10
GET,/item?id=1106,6,0,3,3.697191666409102,1.081664999219356,6.378655998560134,79.0,0.010000217418629265,0.0,5,5,5,5,6,6,6,6,6,6,6
GET,/item?id=1107,10,0,3,3.085209300479619,0.5481449989019893,6.3726980006322265,66.0,0.016667029031048778,0.0,3,3,3,4,6,6,6,6,6,6,6
GET,/item?id=1108,9,0,5,5.28277644439691,2.80818900137092,11.635814000328537,70.0,0.015000326127943898,0.0,5,5,5,9,12,12,12,12,12,12,12
GET,/item?id=1109,7,0,4,4.051767571322022,1.0607069998513907,8.124736999889137,77.0,0.011666920321734144,0.0,4,4,6,6,8,8,8,8,8,8,8
GET,/item?id=111,18,0,3,3.6596600556448617,0.8369989991479088,10.958690996631049,63.0,0.030000652255887796,0.0,3,4,4,5,7,11,11,11,11,11,11
GET,/item?id=1110,8,0,3,3.731934374627599,2.4637070018798113,5.407698998169508,66.0,0.013333623224839022,0.0,4,4,5,5,5,5,5,5,5,5,5
GET,/item?id=1111,14,0,3,3.6151227148885874,0.7903750010882504,7.719612000073539,87.0,0.023333840643468287,0.0,3,4,5,7,8,8,8,8,8,8,8
GET,/item?id=1112,8,0,3,4.34454887499669,0.9536650031805038,10.12891099890112,63.0,0.013333623224839022,0.0,4,5,6,6,10,10,10,10,10,10,10
GET,/item?id=1113,7,0,3,2.9130244292900898,0.5981659996905364,6.638323000515811,77.0,0.011666920321734144,0.0,3,3,4,4,7,7,7,7,7,7,7
GET,/item?id=1114,9,0,4,4.575519888829957,0.7702500006416813,7.550988000730285,64.0,0.015000326127943898,0.0,4,5,6,7,8,8,8,8,8,8,8
GET,/item?id=1115,10,0,4,4.511467900738353,0.8197269999072887,11.069076997955563,66.0,0.016667029031048778,0.0,4,5,6,6,11,11,11,11,11,11,11
GET,/item?id=1116,10,0,5,5.12225560087245,2.8351649998512585,8.56981900142273,69.0,0.016667029031048778,0.0,5,5,6,8,9,9,9,9,9,9,9
GET,/item?id=1117,10,0,3,3.1251204000000143,0.9169990007649176,4.658408997784136,65.0,0.016667029031048778,0.0,3,4,4,5,5,5,5,5,5,5,5
GET,/item?id=1118,10,0,3,3.3103923000453506,0.6118330020399299,5.865989998710575,64.0,0.016667029031048778,0.0,4,4,4,4,6,6,6,6,6,6,6
GET,/item?id=1119,13,0,5,4.599263231424489,2.711036999244243,6.181864999234676,63.0,0.02166713774036341,0.0,5,5,5,6,6,6,6,6,6,6,6
GET,/item?id=112,10,0,4,11.563724299776368,0.6246249977266416,76.40229199751047,62.0,0.016667029031048778,0.0,5,6,7,10,76,76,76,76,76,76,76
GET,/item?id=1120,13,0,5,10.675324308137464,2.401870999165112,81.74274900011369,64.0,0.02166713774036341,0.0,5,5,6,6,9,82,82,82,82,82,82
GET,/item?id=1121,10,0,4,4.248442999960389,1.5717890019004699,8.443571998213883,72.0,0.016667029031048778,0.0,4,4,5,6,8,8,8,8,8,8,8
GET,/item?id=1122,9,0,3,3.7938871108862156,1.9646239998110104,7.47107099959976,76.0,0.015000326127943898,0.0,3,3,4,5,7,7,7,7,7,7,7
GET,/item?id=1123,11,0,3,4.309293092030037,0.5938579997746274,9.460839999519521,63.0,0.018333731934153653,0.0,3,4,7,7,9,9,9,9,9,9,9
GET,/item?id=1124,8,0,4,4.2503813742769125,1.552915000502253,10.404291999293491,68.0,0.013333623224839022,0.0,4,5,5,5,10,10,10,10,10,10,10
GET,/item?id=1125,13,0,3,3.53243761576148,2.363972998864483,8.030183002119884,69.0,0.02166713774036341,0.0,3,3,3,4,5,8,8,8,8,8,8
GET,/item?id=1126,13,0,4,3.759453000384383,1.6909559999476187,7.720569999946747,64.0,0.02166713774036341,0.0,4,4,5,5,5,8,8,8,8,8,8
GET,/item?id=1127,14,0,4,4.344986571595655,0.7803379994584247,8.340577998751542,67.0,0.023333840643468287,0.0,4,5,6,6,7,8,8,8,8,8,8
GET,/item?id=1128,7,0,3,3.6519978566502687,1.119417000154499,7.3892799991881475,70.0,0.011666920321734144,0.0,3,3,5,5,7,7,7,7,7,7,7
GET,/item?id=1129,6,0,5,5.892462499711352,0.6779569994250778,13.606726999569219,66.0,0.010000217418629265,0.0,6,6,7,7,14,14,14,14,14,14,14
GET,/item?id=113,14,0,4,4.833162786391248,2.2024669997335877,10.443982999277068,78.0,0.023333840643468287,0.0,4,5,5,7,9,10,10,10,10,10,10
GET,/item?id=1130,10,0,4,4.164160899745184,1.0104159991897177,7.36300100106746,63.0,0.016667029031048778,0.0,4,4,5,7,7,7,7,7,7,7,7
GET,/item?id=1131,8,0,4,4.324563375121215,1.6182059989660047,6.532788000185974,75.0,0.013333623224839022,0.0,5,6,6,6,7,7,7,7,7,7,7
GET,/item?id=1132,11,0,3,3.8854787281624423,0.6065680026949849,9.798140003113076,65.0,0.018333731934153653,0.0,3,4,4,4,8,10,10,10,10,10,10
GET,/item?id=1133,10,0,4,4.440708799302229,1.865163998445496,10.74261899702833,66.0,0.016667029031048778,0.0,4,5,5,6,11,11,11,11,11,11,11
GET,/item?id=1134,8,0,3,3.854089249671233,1.5482470007555094,6.63473899840028,65.0,0.013333623224839022,0.0,3,5,6,6,7,7,7,7,7,7,7
GET,/item?id=1135,18,0,4,4.379021610576375,0.7498739978473168,11.885189000167884,63.0,0.030000652255887796,0.0,4,4,5,5,8,12,12,12,12,12,12
GET,/item?id=1136,10,0,4,4.676417500377283,2.455746001942316,7.718051001575077,65.0,0.016667029031048778,0.0,5,5,5,7,8,8,8,8,8,8,8
GET,/item?id=1137,12,0,4,4.20156125073845,0.6421139987651259,7.526613000663929,66.0,0.02000043483725853,0.0,4,5,6,6,6,8,8,8,8,8,8
GET,/item?id=1138,8,0,4,4.507672000272578,1.8429550000291783,7.393125997623429,67.0,0.013333623224839022,0.0,4,5,7,7,7,7,7,7,7,7,7
GET,/item?id=1139,8,0,4,4.083867749614001,1.232430000527529,7.190037998952903,67.0,0.013333623224839022,0.0,4,5,6,6,7,7,7,7,7,7,7
GET,/item?id=114,14,0,4,6.5818084993744765,0.7466250026482157,32.691987998987315,66.0,0.023333840643468287,0.0,4,5,7,9,11,33,33,33,33,33,33
GET,/item?id=1140,5,0,4,3.907195800275076,2.3550379992229864,4.764623001392465,83.0,0.008333514515524389,0.0,4,4,4,5,5,5,5,5,5,5,5
GET,/item?id=1141,5,0,8,7.768246000341605,3.9536100011901,12.212104000354884,65.0,0.008333514515524389,0.0,8,10,10,12,12,12,12,12,12,12,12
GET,/item?id=1142,10,0,3,3.5718764000193914,0.8231659994635265,5.541293001442682,68.0,0.016667029031048778,0.0,4,5,5,5,6,6,6,6,6,6,6
GET,/item?id=1143,10,0,3,4.554169499897398,1.9418709998717532,10.901993999141268,68.0,0.016667029031048778,0.0,4,4,5,8,11,11,11,11,11,11,11
GET,/item?id=1144,11,0,4,5.116567636088638,1.5069189976202324,15.126445996429538,65.0,0.018333731934153653,0.0,4,5,7,7,8,15,15,15,15,15,15
GET,/item?id=1145,10,0,4,4.372105300353724,1.406040999427205,9.01073500062921,67.0,0.016667029031048778,0.0,4,4,5,6,9,9,9,9,9,9,9
GET,/item?id=1146,10,0,4,4.380790099457954,2.836246003425913,7.36882199998945,69.0,0.016667029031048778,0.0,4,4,5,6,7,7,7,7,7,7,7
GET,/item?id=1147,5,0,4,4.999327199766412,2.4304129983647726,8.92686899896944,65.0,0.008333514515524389,0.0,4,6,6,9,9,9,9,9,9,9,9
GET,/item?id=1148,7,0,6,5.016429000014406,2.611244999570772,7.434376999299275,65.0,0.011666920321734144,0.0,6,6,6,6,7,7,7,7,7,7,7
GET,/item?id=1149,8,0,4,3.745568999875104,2.0394630009832326,5.588156996964244,90.0,0.013333623224839022,0.0,4,4,5,5,6,6,6,6,6,6,6
GET,/item?id=115,11,0,4,3.8438355457566846,1.671039000939345,8.595987001172034,88.0,0.018333731934153653,0.0,4,4,4,4,5,9,9,9,9,9,9
